Tid,Supply-demand relationship
5698,balance
5699,balance
5700,balance
5701,balance
5702,balance
5703,balance
5704,balance
5705,balance
5706,balance
5707,balance
5708,balance
5709,balance
5710,surplus
5711,balance
5712,surplus
5713,balance
5714,balance
5715,balance
5716,surplus
5717,balance
5718,balance
5719,balance
5720,balance
5721,balance
5722,balance
5723,balance
5724,balance
5725,balance
5726,balance
5727,balance
5728,balance
5729,balance
5730,balance
5731,balance
5732,balance
5733,balance
5734,balance
5735,balance
5836,balance
5837,balance
5838,balance
5839,surplus
5840,balance
5841,balance
5842,balance
5843,surplus
5844,balance
5845,balance
5846,balance
5847,balance
5848,balance
5849,balance
5850,balance
5851,balance
5852,balance
5853,balance
5854,balance
5855,balance
5856,balance
5857,surplus
5858,balance
5859,surplus
5860,balance
5861,balance
5862,balance
5863,balance
5864,balance
5865,balance
5866,balance
5867,balance
5868,balance
5869,balance
5870,balance
5871,balance
5872,balance
5974,balance
5975,balance
5976,balance
5977,balance
5978,balance
5979,balance
5980,balance
5981,balance
5982,balance
5983,balance
5984,balance
5985,surplus
5986,balance
5987,balance
5988,balance
5989,balance
5990,balance
5991,balance
5992,balance
5993,surplus
5994,balance
5995,balance
5996,balance
5997,balance
5998,balance
5999,balance
6000,balance
6001,surplus
6002,balance
6003,balance
6004,balance
6005,balance
6006,balance
6007,balance
6008,balance
6009,balance
6010,balance
6112,balance
6113,surplus
6114,balance
6115,balance
6116,balance
6117,balance
6118,surplus
6119,balance
6120,balance
6121,surplus
6122,deficit
6123,deficit
6124,deficit
6125,surplus
6126,balance
6127,surplus
6128,balance
6129,balance
6130,balance
6131,balance
6132,balance
6133,balance
6134,balance
6135,balance
6136,surplus
6137,balance
6138,balance
6139,balance
6140,balance
6141,surplus
6142,balance
6143,balance
6144,surplus
6145,balance
6146,balance
6147,balance
6250,balance
6251,balance
6252,balance
6253,balance
6254,balance
6255,balance
6256,balance
6257,balance
6258,deficit
6259,surplus
6260,deficit
6261,deficit
6262,deficit
6263,surplus
6264,balance
6265,balance
6266,balance
6267,surplus
6268,balance
6269,surplus
6270,balance
6271,surplus
6272,balance
6273,balance
6274,balance
6275,balance
6276,balance
6277,balance
6278,balance
6279,balance
6280,balance
6281,balance
6282,balance
6283,balance
6284,balance
6285,balance
6388,balance
6389,balance
6390,balance
6391,balance
6392,balance
6393,surplus
6394,balance
6395,surplus
6396,deficit
6397,balance
6398,deficit
6399,deficit
6400,deficit
6401,deficit
6402,deficit
6403,balance
6404,balance
6405,balance
6406,balance
6407,surplus
6408,surplus
6409,balance
6410,balance
6411,surplus
6412,balance
6413,balance
6414,surplus
6415,balance
6416,balance
6417,balance
6418,balance
6419,balance
6420,balance
6421,balance
6422,balance
6527,deficit
6528,deficit
6529,deficit
6530,balance
6531,balance
6532,surplus
6533,surplus
6534,deficit
6535,balance
6536,balance
6537,deficit
6538,deficit
6539,surplus
6540,surplus
6541,deficit
6542,deficit
6543,deficit
6544,balance
6545,balance
6546,balance
6547,balance
6548,balance
6549,balance
6550,balance
6551,balance
6552,balance
6553,balance
6554,balance
6555,balance
6556,balance
6557,balance
6558,balance
6559,balance
6560,balance
6664,balance
6665,deficit
6666,deficit
6667,balance
6668,balance
6669,balance
6670,deficit
6671,deficit
6672,balance
6673,balance
6674,balance
6675,deficit
6676,deficit
6677,surplus
6678,surplus
6679,surplus
6680,surplus
6681,surplus
6682,deficit
6683,balance
6684,surplus
6685,balance
6686,balance
6687,balance
6688,balance
6689,balance
6690,balance
6691,balance
6692,balance
6693,balance
6694,balance
6695,balance
6696,balance
6697,balance
6800,balance
6801,balance
6802,balance
6803,surplus
6804,balance
6805,balance
6806,balance
6807,balance
6808,balance
6809,balance
6810,deficit
6811,deficit
6812,deficit
6813,deficit
6814,deficit
6815,balance
6816,balance
6817,deficit
6818,surplus
6819,deficit
6820,surplus
6821,balance
6822,surplus
6823,balance
6824,surplus
6825,surplus
6826,balance
6827,balance
6828,balance
6829,balance
6830,balance
6831,balance
6832,surplus
6833,balance
6834,balance
6835,balance
6937,balance
6938,balance
6939,balance
6940,balance
6941,surplus
6942,balance
6943,balance
6944,surplus
6945,balance
6946,balance
6947,balance
6948,deficit
6949,deficit
6950,deficit
6951,surplus
6952,balance
6953,balance
6954,deficit
6955,deficit
6956,deficit
6957,deficit
6958,deficit
6959,surplus
6960,balance
6961,balance
6962,balance
6963,balance
6964,balance
6965,balance
6966,balance
6967,balance
6968,balance
6969,balance
6970,balance
6971,balance
6972,balance
7074,balance
7075,balance
7076,balance
7077,balance
7078,balance
7079,balance
7080,balance
7081,balance
7082,balance
7083,balance
7084,balance
7085,balance
7086,balance
7087,surplus
7088,deficit
7089,surplus
7090,balance
7091,balance
7092,surplus
7093,deficit
7094,deficit
7095,deficit
7096,balance
7097,balance
7098,balance
7099,balance
7100,balance
7101,balance
7102,balance
7103,balance
7104,surplus
7105,balance
7106,balance
7107,balance
7108,balance
7109,balance
7110,balance
7212,balance
7213,balance
7214,balance
7215,balance
7216,balance
7217,balance
7218,balance
7219,surplus
7220,balance
7221,surplus
7222,balance
7223,balance
7224,balance
7225,balance
7226,balance
7227,balance
7228,balance
7229,balance
7230,balance
7231,balance
7232,balance
7233,surplus
7234,surplus
7235,surplus
7236,balance
7237,surplus
7238,balance
7239,balance
7240,surplus
7241,balance
7242,balance
7243,balance
7244,surplus
7245,balance
7246,balance
7247,balance
7350,balance
7351,balance
7352,balance
7353,balance
7354,surplus
7355,balance
7356,balance
7357,balance
7358,balance
7359,balance
7360,balance
7361,balance
7362,surplus
7363,balance
7364,balance
7365,balance
7366,balance
7367,balance
7368,surplus
7369,balance
7370,balance
7371,surplus
7372,balance
7373,balance
7374,balance
7375,balance
7376,balance
7377,balance
7378,surplus
7379,balance
7380,balance
7381,balance
7382,balance
7383,balance
7384,balance
7385,balance
7488,balance
7489,balance
7490,balance
7491,balance
7492,balance
7493,balance
7494,balance
7495,balance
7496,balance
7497,balance
7498,balance
7499,balance
7500,balance
7501,balance
7502,balance
